,ictv_taxo_index
AB045978,3647
MF580410,3648
MG029509,3649
MG029511,3650
MG029514,3651
MG029518,3652
JQ957932,3653
EF462198,3654
KT186243,3655
AF424782,3656
AY954957,3657
MG770897,3658
AP009363,3659
AY954956,3660
AY954955,3661
KJ028219,3662
MG770216,3663
MF668286,3664
MH271318,3665
MN234178,3666
MF919490,3667
MK919472,3668
MN585998,3669
MK061408,3670
KU985093,3671
MH051252,3672
MT498066,3673
KY965065,3674
MF472896,3675
KM677210,3676
MK284522,3677
KM197169,3678
JN408460,3679
MK494099,3680
AY150271,3681
DQ126339,3682
JN391180,3683
KY888143,3684
MK450431,3685
MK450421,3686
JX567312,3687
MN552144,3688
JX564242,3689
KX160206,3690
KX160211,3691
KX683423,3692
KC172839,3693
JF957058,3694
MT310879,3695
KJ510415,3696
MH047633,3697
JF704111,3698
MK524496,3699
JX556417,3700
AY133112,3701
FN297812,3702
KR072689,3703
MN096362,3704
MG845684,3705
JX863101,3706
MG948468,3707
JX403940,3708
KP861230,3709
MF919514,3710
MH976507,3711
MH651166,3712
MT498035,3713
MH976508,3714
MG812487,3715
MH976510,3716
MK937594,3717
MH976512,3718
MN329673,3719
MN329677,3720
MT723934,3721
MK977702,3722
MH976514,3723
MT639640,3724
MH479924,3725
MH976518,3726
MH976519,3727
KU963250,3728
KJ024807,3729
KJ920400,3730
DQ289555,3731
KX774321,3732
MH426724,3733
MK967393,3734
GQ403788,3735
JX128258,3736
MH816966,3737
MK373777,3738
MK373776,3739
MG757153,3740
MK864266,3741
MK937603,3742
MK864265,3743
MH479910,3744
MT310872,3745
MN284907,3746
MT521998,3747
MH479917,3748
MK305889,3749
MN010760,3750
MW507125,3751
MT639651,3752
MK967381,3753
MK814761,3754
MH669015,3755
KX557286,3756
MK864267,3757
MK864264,3758
KU998234,3759
KU998240,3760
KP876466,3761
KP876465,3762
DQ875742,3763
KF598865,3764
EF537008,3765
HM151342,3766
KT266805,3767
AP008979,3768
DQ777876,3769
AY299121,3770
MK373772,3771
MH834629,3772
MN585979,3773
AB767244,3774
AP013057,3775
KY448244,3776
DQ466086,3777
HG531805,3778
LN681541,3779
LN681542,3780
KU963248,3781
MH271320,3782
MK937611,3783
MK937607,3784
MT498036,3785
HQ224500,3786
KP972568,3787
KT728930,3788
AY714348,3789
M57538,3790
AB910602,3791
D89074,3792
AB572858,3793
AF453500,3794
AF452449,3795
FJ904927,3796
AY242528,3797
MN536023,3798
KX179905,3799
MF716957,3800
AB937974,3801
AB259123,3802
AB434711,3803
AB981170,3804
U02303,3805
V00604,3806
J02451,3807
JX412914,3808
JF719734,3809
JF719733,3810
JF719732,3811
GQ153919,3812
GQ153918,3813
GQ153917,3814
GQ153916,3815
AB334721,3816
AB334720,3817
J02448,3818
X14336,3819
X02139,3820
MT901800,3821
MK512531,3822
MH218848,3823
MH206184,3824
MH206183,3825
HM064452,3826
AY374414,3827
X52107,3828
MN710383,3829
EF489910,3830
MT495635,3831
AB259124,3832
JQ408219,3833
LC066596,3834
AB931172,3835
AB002632,3836
KC357596,3837
HG315669,3838
HM150760,3839
AM040673,3840
HG007973,3841
M11912,3842
M19377,3843
MN200778,3844
MN719123,3845
AB043678,3846
AB043679,3847
JN848801,3848
MN690600,3849
AB012573,3850
AB012574,3851
MN335248,3852
KX181651,3853
KY853667,3854
AF428260,3855
LC035386,3856
X58839,3857
AF133242,3859
U28974,3860
X51344,3861
EF506570,3862
AJ969242,3863
X60322,3864
DQ079870,3865
DQ079871,3866
DQ079876,3867
DQ079875,3868
DQ079879,3869
DQ079872,3870
X60323,3871
GQ149088,3872
DQ079874,3873
V00657,3874
DQ079877,3875
DQ079869,3876
J02482,3877
AF306496,3878
D00624,3880
AJ270057,3881
AE002163,3882
U41758,3883
MT185428,3884
M17988,3885
EU623082,3886
EU623083,3886
AB972940,3887
MG654476,3888
JX159987,3889
MK671087,3890
JX520659,3891
JQ958889,3892
AB767298,3893
AB972945,3894
JX520660,3895
HQ385752,3896
JX159986,3897
JX036360,3898
LC185213,3899
JQ958893,3900
AF442959,3901
HQ696595,3902
GU989205,3903
JX520664,3904
AB767294,3905
FR692334,3906
MG654482,3907
KX509984,3908
JX159984,3909
FN356901,3910
FN356900,3911
JQ178241,3912
AB972944,3913
KY404016,3914
JX159980,3915
HM011556,3916
JX159981,3917
KR075943,3918
MF374997,3919
JQ958886,3920
JX520658,3921
MG701350,3922
LC185216,3923
HQ385746,3924
JX159983,3925
JX159982,3926
MF374999,3927
MF401583,3928
JQ958888,3929
KR065722,3930
KF954417,3931
JQ958890,3932
AB767297,3933
MN417229,3934
HQ385748,3935
MK443498,3936
MG721015,3937
JQ958887,3938
JX159988,3939
MK883808,3940
KY341899,3941
JX159985,3942
JQ958892,3943
KF147833,3944
KM282376,3945
JQ412134,3946
MG701352,3947
V01108,3948
MN994868,3949
KX533457,3950
J02400,3951
JX520661,3952
KR612373,3953
AB588640,3954
KP644238,3955
KR612368,3956
FJ188392,3957
KT884050,3958
MG701353,3959
JX520662,3960
JQ958891,3961
EF444549,3962
LC185218,3963
AM748741,3964
JX159989,3965
MK671101,3966
AB972941,3967
AB767299,3968
AB972947,3969
J02226,3970
KT987216,3971
AB767295,3972
KX574453,3973
AB972946,3974
EF127906,3975
MF175082,3976
KU879245,3977
GQ331138,3978
KY612371,3979
MG701355,3980
JQ898291,3981
KY549442,3982
HM011566,3983
HM011560,3984
JX463183,3985
D13942,3986
MG654479,3987
MG654481,3988
KP264963,3989
AY140894,3990
AF241168,3991
DQ192570,3992
KF360862,3993
KT302407,3994
KX756154,3995
KP033140,3996
DQ192571,3997
GU345044,3998
KP071318,3999
KX643371,4000
MG800627,4001
KP768176,4002
KC594077,4003
X74475,4004
M73236,4005
X74465,4006
AB745694,4007
AJ620211,4008
FN547152,4009
GQ246950,4010
KC138720,4011
U31783,4012
U31784,4013
X74462,4014
Y15175,4015
U31793,4016
AF151983,4017
AF293960,4018
AF349909,4019
AF436128,4020
AJ400628,4021
AJ620209,4022
AY395706,4023
DQ080083,4024
GQ244463,4025
X94164,4026
X55964,4027
X55965,4028
X74473,4029
X74472,4030
AB027020,4031
AB027021,4032
M62877,4033
X74474,4034
U31794,4035
X74482,4036
X74483,4037
X05015,4038
AF131950,4039
DQ080079,4040
DQ080080,4041
M62849,4042
U21941,4043
X74479,4044
X77858,4045
X74463,4046
AF419318,4047
AJ620205,4048
X74478,4049
K02718,4050
D21208,4051
D90400,4052
J04353,4053
M12732,4054
X74477,4055
X74481,4056
X00203,4057
AF436130,4058
M14119,4059
U31788,4060
X62843,4061
X62844,4062
X74476,4063
X94165,4064
M60184,4065
EF558838,4066
EF558839,4067
EF558840,4068
EF558841,4069
EF558842,4070
EF558843,4071
EU490515,4072
EU490516,4073
GQ227670,4074
JF304764,4075
KT944080,4076
U37488,4077
AB040456,4078
AY057438,4079
DQ080082,4080
GU014532,4081
M17463,4082
AY382778,4083
EF028290,4084
FM955837,4085
FM955838,4086
FM955841,4087
GQ246951,4088
GQ845446,4089
GU014533,4090
HM999995,4091
JF304768,4092
M12737,4093
M32305,4094
U31778,4095
U31779,4096
U31782,4097
U31785,4098
X74466,4099
X74467,4100
X74470,4101
X74471,4102
X74464,4103
EF422221,4104
EU410348,4105
EU410349,4106
FM955839,4107
FM955840,4108
FM955842,4109
FN677756,4110
GQ845442,4111
GQ845444,4112
HE963025,4113
HF930491,4114
HM999997,4115
U31780,4116
U31781,4117
U31786,4118
U31787,4119
X74468,4120
X74469,4121
Y15176,4122
X74480,4123
FJ947080,4124
Y15173,4125
Y15174,4126
AF531420,4127
AY382779,4128
FN677755,4129
GU014531,4130
DQ295066,4131
FJ492743,4132
JF800656,4133
JF800658,4134
JQ754321,4135
KT326919,4136
KT901797,4137
EF584537,4138
KP099966,4139
HQ262536,4140
JF800657,4141
JQ701802,4142
JX899359,4143
M15953,4144
AF443292,4145
M11910,4146
U83594,4147
U83595,4148
X02346,4149
JQ798171,4150
JX174437,4151
KP276343,4152
M20219,4153
EF680235,4154
KT626573,4155
HQ912790,4156
HQ912791,4157
KX954132,4158
KF741371,4159
EF395818,4160
EU188799,4161
FJ379293,4162
GU384895,4163
EU503122,4164
JQ031032,4165
JQ031033,4166
FJ796965,4167
KC876045,4168
KU519391,4169
KU519393,4170
KT932713,4171
GU220391,4172
HQ262535,4173
HQ293213,4174
KC858264,4175
JF304765,4176
JF304766,4177
JF304767,4178
KP861980,4179
KC460987,4180
GU117623,4181
KC858263,4182
KC858265,4183
JQ965698,4184
JX035935,4185
KC020689,4186
JQ692938,4187
EU796884,4188
JX123128,4189
DQ217793,4190
KU519394,4191
KU519396,4192
EU493092,4193
EU493091,4194
AF457465,4195
DQ098913,4196
KU350625,4197
AY057109,4198
X70827,4199
AJ620210,4200
KF006400,4201
KT698167,4202
X70829,4203
U31789,4204
KP692114,4205
U31790,4206
U31792,4207
EF467176,4208
DQ080081,4209
DQ080078,4210
FM212639,4211
EU541441,4212
GQ845445,4213
GU117629,4214
GU117634,4215
HM999990,4216
HM999991,4217
JF906559,4218
JX413110,4219
EU541442,4220
GQ845441,4221
HM999999,4222
JX413106,4223
KC862317,4224
FJ804072,4225
GU233853,4226
GQ845443,4227
GU117630,4228
GU117633,4229
HM999994,4230
KC108722,4231
AB646346,4232
HM999988,4233
HM999992,4234
HM999993,4235
JN211193,4236
JX413105,4237
KF006398,4238
KP692116,4239
HM011570,4240
KT698166,4241
GU117632,4242
GU129016,4243
JX444072,4244
KJ913662,4245
KT698168,4246
GU225708,4247
JN171845,4248
GU117631,4249
HM999987,4250
HG421739,4251
HM999998,4252
HM999989,4253
HM999996,4254
JX429973,4255
JX413109,4256
JX413104,4257
JX413108,4258
JX413107,4259
KC862318,4260
KF006399,4261
KC108721,4262
KJ130020,4263
KM085343,4264
HG530535,4265
KR816174,4266
KP692115,4267
U01834,4268
HQ625441,4269
KT945134,4270
JF755418,4271
AF227240,4272
K02708,4273
AF480454,4274
AY904722,4275
AY904723,4276
AY904724,4277
DQ180494,4278
D55633,4279
FJ492744,4280
AY763115,4281
KJ410351,4282
HQ585856,4283
V01116,4284
X70828,4285
KP769769,4286
X56147,4287
EF536349,4288
AJ238373,4289
GU117621,4290
JN709470,4291
JN709471,4292
DQ091200,4293
HG530538,4294
HG939559,4295
DQ664501,4296
DQ269468,4297
GQ180114,4298
GU808564,4299
HQ625440,4300
DQ366842,4301
KX276957,4302
KX276956,4303
AY609301,4304
JN709473,4305
KP205502,4306
KP205503,4307
AY684126,4308
AY722648,4309
FJ492742,4310
KT272399,4311
KX599536,4312
JX141478,4313
JX972168,4314
KF147892,4315
KF006988,4316
AF502599,4317
KC858266,4318
KJ173785,4319
MF168943,4320
KF857586,4321
JQ814847,4322
KU963288,4323
KP757765,4324
KJ452243,4325
EU240894,4326
EU240895,4327
GU117620,4328
JN709469,4329
JN709472,4330
AY956402,4331
GU117622,4332
AF486184,4333
AB331650,4334
AB331651,4335
AB543507,4336
AJ620208,4337
KM983393,4338
KX098515,4339
X05817,4340
JF834523,4341
KC810012,4342
KU519392,4343
KT932712,4344
AF498323,4345
KX643372,4346
KM052275,4347
KP410261,4348
KY548840,4349
AY189948,4350
KX165268,4351
FJ040397,4352
AY148187,4353
AY033435,4354
AF375296,4355
AY665654,4356
JX110122,4357
HQ613271,4358
KF275669,4359
MK643151,4360
AF192260,4361
FJ810126,4362
L32896,4363
AY032882,4364
KC991097,4365
HQ827781,4366
MK543949,4367
EU233812,4368
X74945,4369
MH893826,4370
MN396757,4371
KX907333,4372
MK513528,4373
MK513529,4374
MK513533,4375
KF925531,4376
MG846442,4377
KM254174,4378
MK988619,4379
MK988620,4380
MN265364,4381
MN175613,4382
MH670587,4383
KX272741,4384
MG543471,4385
GU371276,4386
MN049932,4387
AF273215,4388
M20036,4389
JN202450,4390
KJ396347,4391
KX981923,4392
KT878839,4393
JQ037754,4394
KC876004,4395
GU214706,4396
KY312546,4397
FJ214110,4398
JN648103,4399
JQ692585,4400
KF792837,4401
KM017744,4402
KU950356,4403
JQ814850,4404
KC339251,4405
KC339250,4406
KU321654,4407
MF682925,4408
KP729195,4409
JN420361,4410
JN420365,4411
JQ923422,4412
FJ170278,4413
MN091929,4414
KT454512,4415
MF175080,4416
DQ335247,4417
HM053693,4418
HQ223038,4419
HQ291308,4420
JF429834,4421
KU172421,4422
KY640430,4423
KY640438,4424
MK014742,4425
KM035804,4426
AF406966,4427
GQ387499,4428
MK091524,4429
KX384823,4430
KY019139,4431
MG136722,4432
AF043303,4433
AF085716,4434
U22967,4435
AY186198,4436
MN794870,4437
GU226971,4438
JN420372,4439
MF416383,4440
MF416384,4441
AY349010,4442
KP733794,4443
KF373759,4444
AY386330,4445
U26342,4446
AF221122,4447
AF221123,4448
GQ200736,4449
AF406967,4450
KP120516,4451
M19296,4452
KU561552,4453
MF198244,4454
KC692368,4455
LC085675,4456
AB937988,4457
JX027296,4458
JX627576,4459
KT868811,4460
KJ495710,4461
J02275,4462
AF036710,4463
KT716186,4464
L23427,4465
KT965075,4466
JQ037753,4467
AY622943,4468
EU200669,4469
EU200677,4470
GU938300,4471
JF504699,4472
AB781089,4473
KY405008,4474
AB193315,4475
AB844272,4476
AB553581,4477
AB597949,4478
KF133809,4479
KY405006,4480
KY405007,4481
GU799606,4482
JX863737,4483
KC339249,4484
JQ814849,4485
KT783484,4486
KJ641727,4487
KJ641724,4488
KJ641723,4489
KJ641711,4490
KJ641741,4491
KX756986,4492
KX756996,4493
KJ641716,4494
MN928506,4495
AF071878,4496
MN371255,4497
AJ301633,4498
KC241982,4499
GQ404851,4500
LC416389,4501
AY228555,4502
MN585201,4503
JQ011377,4504
DQ845075,4505
AJ304456,4506
DQ845074,4507
GQ404856,4508
KJ020099,4509
MH188038,4510
MN164703,4511
AF252610,4512
AF071879,4513
AY651850,4514
KT869077,4515
MK986820,4516
DQ146997,4517
KY370034,4518
KY370042,4519
KY370039,4520
KY370029,4521
KY370027,4522
KY370037,4523
MF497827,4524
DQ172906,4525
EU056309,4526
KU230452,4527
KX987146,4528
MN103538,4529
KP793918,4530
MH545511,4531
HM228874,4532
JF938079,4533
JF938081,4534
JF938082,4535
HQ738637,4536
KJ641712,4537
KJ641740,4538
KJ641715,4539
KJ641720,4540
KM382270,4541
KJ641717,4542
KM382269,4543
KJ641728,4544
KT732785,4545
KT732786,4546
KT732787,4547
HQ738634,4548
MK947371,4549
HQ738643,4550
MG846358,4551
GQ404849,4552
JX569794,4553
JX185419,4554
JX185422,4555
JX185424,4556
KC512916,4557
JX185426,4558
KC512918,4559
KC512919,4560
KC512920,4561
KY851116,4562
KM017740,4563
HQ738636,4564
KR902499,4565
GQ404847,4566
GQ404844,4567
GQ404846,4568
GQ404857,4569
GQ404845,4570
GQ404854,4571
GQ404855,4572
KF031466,4573
KC771281,4574
KF726984,4575
KJ831064,4576
KU053483,4577
KT878836,4578
KY370028,4579
KY370026,4580
MH545516,4581
LC018134,4582
LC389584,4583
MT293429,4584
MN621474,4585
MG571900,4586
KY487991,4587
MK738139,4588
JF755402,4589
JF755413,4590
MH545531,4591
MT293421,4592
MH545530,4593
JF755403,4594
MK012455,4595
MK738142,4596
MK738138,4597
MK738143,4598
MT293426,4599
MT293425,4600
LC386204,4601
KT862223,4602
KT862229,4603
JN634851,4604
KT862222,4605
KM598409,4606
KT862228,4607
KM598410,4608
KT862224,4609
KM573769,4610
KM573774,4611
MK796234,4612
KY086301,4613
KY086300,4614
KP233180,4615
KP233174,4616
KP233178,4617
MH500283,4618
MN928918,4619
MG641190,4620
MN175615,4621
LC386197,4622
KT862218,4623
MF669478,4624
KM573772,4625
KM573770,4626
KM573771,4627
KM573775,4628
MK570200,4629
KY086298,4630
MN379619,4631
MN379623,4632
MN379620,4633
MN379627,4634
MN379621,4635
MN379622,4636
GQ351272,4637
GQ351273,4638
MH545525,4639
MH500307,4640
KP233191,4641
KP233189,4642
KT600068,4643
KP233190,4644
MG522850,4645
MH111125,4646
KP233194,4647
MK796236,4648
MK796235,4649
KU043421,4650
KU043429,4651
KU058671,4652
KU043403,4653
MH616866,4654
KU043396,4655
LC386195,4656
MN928919,4657
JX274036,4658
KC545226,4659
KC545227,4660
KJ577810,4661
KJ577811,4662
KJ577819,4663
KJ577812,4664
KJ577817,4665
KJ577816,4666
KT862225,4667
MH111138,4668
MH500297,4669
MH500303,4670
MH500301,4671
MH500286,4672
MH500298,4673
MH500284,4674
MH111148,4675
MH111126,4676
MH500289,4677
KP860906,4678
KT862220,4679
KT862221,4680
KT862219,4681
KF880727,4682
LC386199,4683
LC386200,4684
EF546812,4686
EF546811,4686
EF546808,4686
EF546813,4686
EF546810,4686
EF546809,4686
EF546806,4687
EF546805,4687
EF546802,4687
EF546807,4687
EF546804,4687
EF546803,4687
L41578,4688
L41575,4688
L41577,4688
S56276,4688
L41574,4688
L41576,4688
DQ826395,4689
DQ826394,4689
DQ826396,4689
DQ826390,4689
DQ826393,4689
DQ826391,4689
JX867548,4690
JX569847,4690
JX867546,4690
JX867550,4690
JX867540,4690
KF435143,4690
KF711227,4691
KF711064,4691
KF711390,4691
KF710575,4691
KF710901,4691
KF710738,4691
KC978960,4692
KC978961,4692
KC978962,4692
KC978958,4692
KC978959,4692
KC978963,4692
KC978964,4692
KC978965,4692
KC978941,4693
KC978942,4693
KC978943,4693
KC978939,4693
KC978940,4693
KC978944,4693
KC978946,4693
KC978947,4693
KC978951,4694
KC978952,4694
KC978953,4694
KC978949,4694
KC978950,4694
KC978954,4694
KC978955,4694
KC978956,4694
MF535447,4695
MF535448,4695
MF535449,4695
MF535450,4695
MF535451,4695
MF535452,4695
MF535453,4695
MF535454,4695
GQ150780,4696
GQ150781,4696
GQ150782,4696
GQ150778,4696
GQ150779,4696
GQ150783,4696
GQ150784,4696
GQ150785,4696
GQ274031,4697
GQ274035,4697
GQ274038,4697
GQ274033,4697
GQ274036,4697
GQ274034,4697
GQ274037,4697
GQ274032,4697
AJ132179,4698
AJ132182,4698
AJ132186,4698
AJ132180,4698
AJ132183,4698
AJ132181,4698
AJ132184,4698
AJ749902,4698
GQ274023,4699
GQ274027,4699
GQ274030,4699
GQ274025,4699
GQ274028,4699
GQ274026,4699
GQ274029,4699
GQ274024,4699
KX431388,4700
KX431395,4700
KX431402,4700
KX431381,4700
KX431409,4700
KX431416,4700
KX431423,4700
KX431430,4700
KC979021,4701
KC979022,4701
KC979023,4701
KC979019,4701
KC979020,4701
KC979024,4701
KC979025,4701
KC979026,4701
HE654126,4702
HE654125,4702
HE654127,4702
HE654123,4702
HE654124,4702
HE654128,4702
HE654129,4702
HE654130,4702
AB000923,4703
AB000927,4703
AB000925,4703
AB027511,4703
AB009046,4703
AB000924,4703
AB000926,4703
AB255373,4703
KY070240,4704
KY070244,4704
KY070242,4704
KY070246,4704
KY070245,4704
KY070241,4704
KY070243,4704
KY070247,4704
MK039128,4705
MK039129,4705
MK039130,4705
MK039132,4705
MK039133,4705
MK039134,4705
MK039135,4705
JN133280,4706
JN133281,4706
JN133282,4706
GU553134,4706
JN133279,4706
JN133283,4706
JN133284,4706
JN133285,4706
KC979056,4707
KC979057,4707
KC979058,4707
KC979054,4707
KC979055,4707
KC979062,4707
KC979059,4707
KC979061,4707
MH048843,4708
MH048844,4708
MH048846,4708
MH048845,4708
MH048842,4708
MH048847,4708
MH048848,4708
MH048849,4708
MK035730,4709
MK035731,4709
MK035732,4709
MK035728,4709
MK035729,4709
MK035733,4709
MK035734,4709
MK035735,4709
U16732,4710
U16730,4710
U16733,4710
AJ290434,4710
U16734,4710
U16736,4710
MF458186,4710
KY052047,4711
MK059755,4712
MK059757,4713
MK059754,4714
MK059756,4715
MK059759,4716
MK059758,4717
KY349925,4718
MH973742,4719
MK059763,4720
MK059761,4721
MK059772,4722
MK059765,4723
MK059762,4724
MK059764,4725
MK059760,4726
MK059766,4727
MK059768,4728
MK059771,4729
MK059767,4730
MK059770,4731
MK059769,4732
KY244146,4733
KY328746,4734
KY328745,4735
KY328744,4736
MT181534,4737
MN379590,4738
MT293410,4739
MT293413,4740
MT293414,4741
MT293418,4742
MH617639,4743
MT293416,4744
KM598397,4745
KY487839,4746
KY487840,4747
EU273818,4748
JX131633,4749
JX458087,4750
JX945572,4751
MG001960,4752
HQ443515,4753
KC430935,4754
HM585445,4755
HM585446,4755
JF694480,4756
JF694479,4756
X15983,4757
X15984,4757
HE616777,4758
HE616778,4758
J02057,4759
J02058,4759
AJ437618,4760
FN543099,4761
HM149260,4762
MG917697,4763
AJ851005,4764
DQ866132,4765
DQ866124,4766
AF314144,4767
AJ495813,4768
AB050781,4769
KC172826,4770
AB100305,4771
JN809816,4772
JQ804985,4773
EU487045,4774
AB306314,4775
AF307861,4776
JN809820,4777
EF602306,4778
KC202818,4779
MG969497,4779
AJ965540,4780
EF544604,4781
EF544602,4782
KM359406,4783
KP663485,4784
KP663484,4784
MN414067,4785
MN414068,4785
AF110189,4786
AF110190,4786
JN848770,4787
JN848771,4787
M88179,4788
M88180,4788
M88686,4789
M88687,4789
JN419006,4790
L01635,4791
L01636,4791
MN158325,4792
MN158326,4792
KX857725,4793
KX857726,4793
JN848772,4794
JQ283246,4794
FJ944023,4795
FJ589571,4796
FJ561298,4797
FJ515747,4798
AF241479,4799
EU589392,4800
AJ002451,4801
FJ179372,4802
FJ176235,4803
MH481856,4804
MK116876,4804
EU710756,4805
EU710757,4805
JX827487,4806
JX827488,4806
KF446659,4807
EF121755,4808
DQ178608,4809
DQ178609,4809
U65529,4810
U65530,4810
KC426927,4811
KC426928,4811
HE617299,4812
HE617300,4812
LK028570,4813
JN419002,4814
AJ223191,4815
HM626515,4816
KM880103,4817
HM992939,4818
KJ957157,4819
FM877858,4820
HM007106,4821
JN555601,4822
HM007121,4823
AF336806,4824
GU136803,4825
AJ875159,4826
DQ673859,4827
FJ345402,4828
DQ116878,4829
HM357461,4830
AF101476,4831
AF101478,4831
AY751753,4832
DQ347945,4833
HQ396465,4834
JF694461,4835
JF694462,4835
DQ641692,4836
DQ641693,4836
EF408037,4837
FJ011668,4838
FJ011669,4838
FN396962,4839
FN396963,4839
FN396966,4840
KT966771,4841
KT966772,4841
KM244719,4842
KM244718,4842
KX011473,4843
KX011474,4843
KX011475,4844
KX096982,4844
DQ641688,4845
DQ641689,4845
FJ463902,4846
FJ463901,4846
DQ875868,4847
DQ875869,4847
MF773912,4848
MF773902,4848
KC223600,4849
AY727903,4850
AY727904,4850
KF358470,4851
KF358471,4851
AF480940,4852
AF480941,4852
AY083351,4853
AJ002455,4854
GU112081,4855
GU112004,4856
FJ210467,4857
EU384575,4858
AY705380,4859
LC080677,4860
AF260241,4861
FN554540,4862
AJ542539,4863
FM210276,4864
AF155064,4865
AF014881,4866
FM164726,4867
AM701757,4868
EU024120,4869
EU432373,4870
FJ868828,4871
AJ002449,4872
AM421522,4873
HF549182,4874
GU385879,4875
FN552001,4876
EU365613,4877
AJ002447,4878
JN807763,4879
AJ132430,4880
EU365616,4881
AF363011,4882
KU683748,4883
KU683750,4883
MH469731,4884
MH469732,4884
AF029217,4885
EF165536,4886
KX156613,4887
KX156614,4887
AJ507777,4888
MN013786,4889
MN013787,4889
AF224760,4890
AF224761,4890
JN848775,4891
JN848776,4891
MF402918,4892
JN848773,4893
JN848774,4893
KT878829,4894
KT878828,4894
DQ875870,4895
DQ875871,4895
KY294725,4896
KY294727,4896
AJ549960,4897
AF139168,4898
AF170101,4898
AY271891,4899
KT948069,4900
AF112354,4901
AF112355,4901
AJ717572,4902
AJ704971,4902
AJ006460,4903
AF126806,4904
AF126807,4904
AJ717542,4905
AJ704949,4905
JX473582,4906
AY795983,4907
AY795989,4907
AF422174,4908
AF422175,4908
KT390456,4909
MH035670,4910
KY373213,4911
EU377539,4912
DQ641698,4913
AJ438937,4914
AB007990,4915
AJ438936,4916
AB079766,4917
AB300463,4918
AB433979,4919
AM411424,4920
AJ558121,4921
AM886131,4922
DQ318937,4923
DQ318938,4923
KT159766,4924
FJ619507,4925
FJ619508,4925
JF756676,4926
JQ866297,4927
KF429251,4928
KC898543,4929
MK558061,4930
MK558062,4930
MF140451,4931
FR772082,4932
JQ911766,4933
MG373552,4934
AJ542540,4935
JX416174,4936
AB178945,4937
AB079765,4938
AB287441,4939
AB287440,4940
AB287439,4941
AB182261,4942
HM164545,4943
AB178946,4944
AB055009,4945
AB236325,4946
AB079689,4947
FJ434943,4948
HM164547,4949
AJ627904,4950
AJ627905,4950
KX156609,4951
KX156610,4951
Z24758,4952
Z24759,4952
JF496657,4953
GQ924760,4954
GQ924761,4954
AJ575819,4955
JQ821386,4956
JQ821387,4956
KF661331,4957
KF661332,4957
KY617094,4958
KY617095,4958
KM411359,4959
EU798996,4960
GU451249,4961
JN698954,4962
HM230683,4963
JX025358,4964
KF723258,4965
KF723261,4965
FJ177030,4966
DQ641690,4967
DQ641691,4967
JQ429791,4968
DQ641701,4969
LC091538,4970
DQ641699,4971
AJ965539,4972
AF509739,4973
AF509740,4973
KT582302,4974
KT582303,4974
KX691400,4975
KX691396,4976
KX691412,4976
EU158096,4977
EU158097,4977
AY044133,4978
AY044134,4978
AY044135,4979
AY044136,4979
EF585290,4980
EF585291,4980
AJ344452,4981
JN419013,4982
JN419021,4983
KU058856,4984
KU058860,4984
KC577540,4985
AJ971263,4986
FJ600483,4987
FJ601917,4988
FJ600484,4988
AM236755,4989
KP188831,4990
FN552749,4991
MF683828,4992
AJ457824,4993
FN386459,4994
FN806779,4995
AJ786711,4996
KT201151,4997
KT201152,4997
KT201153,4998
KT201154,4998
AY064391,4999
AF440790,4999
KC153490,5000
AF325497,5001
AF325498,5001
HM163576,5002
HM163577,5002
MH665365,5003
FJ944021,5004
FJ944022,5004
AF068636,5005
AY965899,5005
AY508991,5006
AY508992,5006
EU360303,5007
DQ641695,5008
LK054801,5009
AF126406,5010
AF142440,5010
D14703,5011
D14704,5011
MN313661,5012
MN313660,5012
MN313669,5013
MN313668,5013
MN313667,5014
MN313666,5014
GU111998,5015
HE862273,5016
EU914817,5017
EU914818,5017
DQ875879,5018
FM210275,5019
HE793424,5020
DQ022611,5021
GU972604,5021
KM887907,5022
HM140367,5023
AJ558124,5024
AJ558125,5025
FN256261,5026
FN297834,5027
AJ558117,5028
GQ373254,5029
AJ558122,5030
Y15934,5031
JN817517,5032
JN135233,5033
JQ954859,5034
KF307208,5035
FJ593629,5036
FN678906,5037
AJ436992,5038
FN543112,5039
FM955601,5040
JQ407224,5041
JN807765,5042
HM143914,5043
DQ629102,5044
MH988457,5045
MH988458,5046
MH807204,5047
MK087124,5048
KT899302,5049
KT899303,5049
FJ972767,5050
FJ972768,5050
KT948785,5051
KT948786,5051
KT948787,5052
KT948788,5052
KY001635,5053
AM712436,5054
DQ116884,5055
AM948961,5056
MN518737,5057
MN518739,5057
U57457,5058
AF499442,5058
AF149227,5059
JQ743486,5060
X70418,5061
X70419,5061
AF314531,5062
AM404179,5063
HM007096,5064
DQ116881,5065
JN135234,5066
AF134484,5067
AF414287,5068
EU585781,5069
KC769819,5070
KC769820,5070
LC387327,5071
LC387329,5071
AB267834,5072
AB267835,5072
KT809345,5073
KX943290,5074
KX943291,5074
KC149938,5075
AY502935,5076
MG001959,5077
Y15034,5078
Y15033,5078
D00940,5079
D00941,5079
AF039031,5080
AF039032,5080
AY965897,5081
EU518935,5082
JX183732,5083
KF414123,5084
KF927128,5085
JQ793786,5086
EF197941,5087
KU522485,5088
HM236368,5089
HM236369,5089
DQ406672,5090
DQ406673,5090
DQ347950,5091
EU339937,5091
AF408199,5092
EU339936,5093
DQ356429,5093
FJ944019,5094
FJ944020,5094
HM236370,5095
HM236371,5095
HM777508,5096
HM777510,5096
AM999981,5097
AM999982,5097
KJ739692,5098
